"StudentId","HasAccess"
"000000308","1"
"000000309","1"
"000000310","1"
"000000311","1"
"000000312","1"
"000000313","1"
"000000314","1"
"000000315","1"
"000000316","1"
"000000317","1"
"000000318","1"
"000000319","1"
"000000320","1"
"000000321","1"
"000000322","1"
"000000323","1"
"000000324","1"
"000000325","1"
"000000326","1"
"000000327","1"
"000000328","1"
"000000329","1"
"000000330","1"
"000000331","1"
"000000332","1"
"000000333","1"
"000000334","1"
"000000335","1"
"000000336","1"
"000000337","1"
"000000338","1"
"000000339","1"
"000000340","1"
"000000341","1"
"000000342","1"
"000000343","1"
"000000344","1"
"000000345","1"
"000000346","1"
"000000347","1"
"000000348","1"
"000000349","1"
"000000350","1"
"000000351","1"
"000000352","1"
"000000353","1"
"000000354","1"
"000000355","1"
"000000356","1"
"000000357","1"
"000000358","1"
"000000359","1"
"000000360","1"
"000000361","1"
"000000362","1"
"000000363","1"
"000000364","1"
"000000365","1"
"000000366","1"
"000000367","1"
"000000368","1"
"000000369","1"
"000000370","1"
"000000371","1"
"000000372","1"
"000000373","1"
"000000374","1"
"000000375","1"
"000000376","1"
"000000377","1"
"000000378","1"
"000000379","1"
"000000380","1"
"000000381","1"
"000000382","1"
"000000383","1"
"000000384","1"
"000000385","1"
"000000386","1"
"000000387","1"
"000000388","1"
"000000389","1"
"000000390","1"
"000000391","1"
"000000392","1"
"000000393","1"
"000000394","1"
"000000395","1"
"000000396","1"
"000000397","1"
"000000398","1"
"000000399","1"
"000000400","1"
"000000401","1"
"000000402","1"
"000000403","1"
"000000404","1"
"000000405","1"
"000000406","1"
"000000407","1"
"000000408","1"
"000000409","1"
"000000410","1"
"000000411","1"
"000000412","1"
"000000413","1"
"000000414","1"
"000000415","1"
"000000416","1"
"000000417","1"
"000000418","1"
"000000419","1"
"000000420","1"
"000000421","1"
"000000422","1"
"000000423","1"
"000000424","1"
"000000425","1"
"000000426","1"
"000000427","1"
"000000428","1"
"000000429","1"
"000000430","1"
"000000431","1"
"000000432","1"
"000000433","1"
"000000434","1"
"000000435","1"
"000000436","1"
"000000437","1"
"000000438","1"
"000000439","1"
"000000440","1"
"000000441","1"
"000000442","1"
"000000443","1"
"000000444","1"
"000000445","1"
"000000446","1"
"000000447","1"
"000000448","1"
"000000449","1"
"000000450","1"
"000000451","1"
"000000452","1"
"000000453","1"
"000000454","1"
"000000455","1"
"000000456","1"
"000000457","1"
"000000458","1"
"000000459","1"
"000000460","1"
"000000461","1"
"000000462","1"
"000000463","1"
"000000464","1"
"000000465","1"
"000000466","1"
"000000467","1"
"000000468","1"
"000000469","1"
"000000470","1"
"000000471","1"
"000000472","1"
"000000473","1"
"000000474","1"
"000000475","1"
"000000476","1"
"000000477","1"
"000000478","1"
"000000479","1"
"000000480","1"
"000000481","1"
"000000482","1"
"000000483","1"
"000000484","1"
"000000485","1"
"000000486","1"
"000000487","1"
"000000488","1"
"000000489","1"
"000000490","1"
"000000491","1"
"000000492","1"
"000000493","1"
"000000494","1"
"000000495","1"
"000000496","1"
"000000497","1"
"000000498","1"
"000000499","1"
"000000500","1"
"000000501","1"
"000000502","1"
"000000503","1"
"000000504","1"
"000000505","1"
"000000506","1"
"000000507","1"
"000000508","1"
"000000509","1"
"000000510","1"
"000000511","1"
"000000512","1"
"000000513","1"
"000000514","1"
"000000515","1"
"000000516","1"
"000000517","1"
"000000518","1"
"000000519","1"
"000000520","1"
"000000521","1"
"000000522","1"
"000000523","1"
"000000524","1"
"000000525","1"
"000000526","1"
"000000527","1"
"000000528","1"
"000000529","1"
"000000530","1"
"000000531","1"
"000000532","1"
"000000533","1"
"000000534","1"
"000000535","1"
"000000536","1"
"000000537","1"
"000000538","1"
"000000539","1"
"000000540","1"
"000000541","1"
"000000542","1"
"000000543","1"
"000000544","1"
"000000545","1"
"000000546","1"
"000000547","1"
"000000548","1"
"000000549","1"
"000000550","1"
"000000551","1"
"000000552","1"
"000000553","1"
"000000554","1"
"000000555","1"
"000000556","1"
"000000557","1"
"000000558","1"
"000000559","1"
"000000560","1"
"000000561","1"
"000000562","1"
"000000563","1"
"000000564","1"
"000000565","1"
"000000566","1"
"000000567","1"
"000000568","1"
"000000569","1"
"000000570","1"
"000000571","1"
"000000572","1"
"000000573","1"
"000000574","1"
"000000575","1"
"000000576","1"
"000000577","1"
"000000578","1"
"000000579","1"
"000000580","1"
"000000581","1"
"000000582","1"
"000000583","1"
"000000584","1"
"000000585","1"
"000000586","1"
"000000587","1"
"000000588","1"
"000000589","1"
"000000590","1"
"000000591","1"
"000000592","1"
"000000593","1"
"000000594","1"
"000000595","1"
"000000596","1"
"000000597","1"
"000000598","1"
"000000599","1"
"000000600","1"
"000000601","1"
"000000602","1"
"000000603","1"
"000000604","1"
"000000605","1"
"000000606","1"
"000000607","1"
"000000608","1"
"000000609","1"
"000000610","1"
"000000611","1"
"000000612","1"
"000000613","1"
"000000614","1"
"000000615","1"
"000000616","1"
"000000617","1"
"000000618","1"
"000000619","1"
"000000620","1"
"000000621","1"
"000000622","1"
"000000623","1"
"000000624","1"
"000000625","1"
"000000626","1"
"000000627","1"
"000000628","1"
"000000629","1"
"000000630","1"
"000000631","1"
"000000632","1"
"000000633","1"
"000000634","1"
"000000635","1"
"000000636","1"
"000000637","1"
"000000638","1"
"000000639","1"
"000000640","1"
"000000641","1"
"000000642","1"
"000000643","1"
"000000644","1"
"000000645","1"
"000000646","1"
"000000647","1"
"000000648","1"
"000000649","1"
"000000650","1"
"000000651","1"
"000000652","1"
"000000653","1"
"000000654","1"
"000000655","1"
"000000656","1"
"000000657","1"
"000000658","1"
"000000659","1"
"000000660","1"
"000000661","1"
"000000662","1"
"000000663","1"
"000000664","1"
"000000665","1"
"000000666","1"
"000000667","1"
"000000668","1"
"000000669","1"
"000000670","1"
"000000671","1"
"000000672","1"
"000000673","1"
"000000674","1"
"000000675","1"
"000000676","1"
"000000677","1"
"000000678","1"
"000000679","1"
"000000680","1"
"000000681","1"
"000000682","1"
"000000683","1"
"000000684","1"
"000000685","1"
"000000686","1"
"000000687","1"
"000000688","1"
"000000689","1"
"000000690","1"
"000000691","1"
"000000692","1"
"000000693","1"
"000000694","1"
"000000695","1"
"000000696","1"
"000000697","1"
"000000698","1"
"000000699","1"
"000000700","1"
"000000701","1"
"000000702","1"
"000000703","1"
"000000704","1"
"000000705","1"
"000000706","1"
"000000707","1"
"000000708","1"
"000000709","1"
"000000710","1"
"000000711","1"
"000000712","1"
"000000713","1"
"000000714","1"
"000000715","1"
"000000716","1"
"000000717","1"
"000000718","1"
"000000719","1"
"000000720","1"
"000000721","1"
"000000722","1"
"000000723","1"
"000000724","1"
"000000725","1"
"000000726","1"
"000000727","1"
"000000728","1"
"000000729","1"
"000000730","1"
"000000731","1"
"000000732","1"
"000000733","1"
"000000734","1"
"000000735","1"
"000000736","1"
"000000737","1"
"000000738","1"
"000000739","1"
"000000740","1"
"000000741","1"
"000000742","1"
"000000743","1"
"000000744","1"
"000000745","1"
"000000746","1"
"000000747","1"
"000000748","1"
"000000749","1"
"000000750","1"
"000000751","1"
"000000752","1"
"000000753","1"
"000000754","1"
"000000755","1"
"000000756","1"
"000000757","1"
"000000758","1"
"000000759","1"
"000000760","1"
"000000761","1"
"000000762","1"
"000000763","1"
"000000764","1"
"000000765","1"
"000000766","1"
"000000767","1"
"000000768","1"
"000000769","1"
"000000770","1"
"000000771","1"
"000000772","1"
"000000773","1"
"000000774","1"
"000000775","1"
"000000776","1"
"000000777","1"
"000000778","1"
"000000779","1"
"000000780","1"
"000000781","1"
"000000782","1"
"000000783","1"
"000000784","1"
"000000785","1"
"000000786","1"
"000000787","1"
"000000788","1"
"000000789","1"
"000000790","1"
"000000791","1"
"000000792","1"
"000000793","1"
"000000794","1"
"000000795","1"
"000000796","1"
"000000797","1"
"000000798","1"
"000000799","1"
"000000800","1"
"000000801","1"
"000000802","1"
"000000803","1"
"000000804","1"
"000000805","1"
"000000806","1"
"000000807","1"
"000000808","1"
"000000809","1"
"000000810","1"
"000000811","1"
"000000812","1"
"000000813","1"
"000000814","1"
"000000815","1"
"000000816","1"
"000000817","1"
"000000818","1"
"000000819","1"
"000000820","1"
"000000821","1"
"000000822","1"
"000000823","1"
"000000824","1"
"000000825","1"
"000000826","1"
"000000827","1"
"000000828","1"
"000000829","1"
"000000830","1"
"000000831","1"
"000000832","1"
"000000833","1"
"000000834","1"
"000000835","1"
"000000836","1"
"000000837","1"
"000000838","1"
"000000839","1"
"000000840","1"
"000000841","1"
"000000842","1"
"000000843","1"
"000000844","1"
"000000845","1"
"000000846","1"
"000000847","1"
"000000848","1"
"000000849","1"
"000000850","1"
"000000851","1"
"000000852","1"
"000000853","1"
"000000854","1"
"000000855","1"
"000000856","1"
"000000857","1"
"000000858","1"
"000000859","1"
"000000860","1"
"000000861","1"
"000000862","1"
"000000863","1"
"000000864","1"
"000000865","1"
"000000866","1"
"000000867","1"
"000000868","1"
"000000869","1"
"000000870","1"
"000000871","1"
"000000872","1"
"000000873","1"
"000000874","1"
"000000875","1"
"000000876","1"
"000000877","1"
"000000878","1"
"000000879","1"
"000000880","1"
"000000881","1"
"000000882","1"
"000000883","1"
"000000884","1"
"000000885","1"
"000000886","1"
"000000887","1"
"000000888","1"
"000000889","1"
"000000890","1"
"000000891","1"
"000000892","1"
"000000893","1"
"000000894","1"
"000000895","1"
"000000896","1"
"000000897","1"
"000000898","1"
"000000899","1"
"000000900","1"
"000000901","1"
"000000902","1"
"000000903","1"
"000000904","1"
"000000905","1"
"000000906","1"
"000000907","1"
"000000908","1"
"000000909","1"
"000000910","1"
"000000911","1"
"000000912","1"
"000000913","1"
"000000914","1"
"000000915","1"
"000000916","1"
"000000917","1"
"000000918","1"
"000000919","1"
"000000920","1"
"000000921","1"
"000000922","1"
"000000923","1"
"000000924","1"
"000000925","1"
"000000926","1"
"000000927","1"
"000000928","1"
"000000929","1"
"000000930","1"
"000000931","1"
"000000932","1"
"000000933","1"
"000000934","1"
"000000935","1"
"000000936","1"
"000000937","1"
"000000938","1"
"000000939","1"
"000000940","1"
"000000941","1"
"000000942","1"
"000000943","1"
"000000944","1"
"000000945","1"
"000000946","1"
"000000947","1"
"000000948","1"
"000000949","1"
"000000950","1"
"000000951","1"
"000000952","1"
"000000953","1"
"000000954","1"
"000000955","1"
"000000956","1"
"000000957","1"
"000000958","1"
"000000959","1"
"000000960","1"
"000000961","1"
"000000962","1"
"000000963","1"
"000000964","1"
"000000965","1"
"000000966","1"
"000000967","1"
"000000968","1"
"000000969","1"
"000000970","1"
"000000971","1"
"000000972","1"
"000000973","1"
"000000974","1"
"000000975","1"
"000000976","1"
"000000977","1"
"000000978","1"
"000000979","1"
"000000980","1"
"000000981","1"
"000000982","1"
"000000983","1"
"000000984","1"
"000000985","1"
"000000986","1"
"000000987","1"
"000000988","1"
"000000989","1"
"000000990","1"
"000000991","1"
"000000992","1"
"000000993","1"
"000000994","1"
"000000995","1"
"000000996","1"
"000000997","1"
"000000998","1"
"000000999","1"
